,route_name,first,second,company_id,regulative_institution,route_number,route_regularity,drives_per_day,bus_comfort_level,bus_age,license_data,company_name,number_of_buses
462,Бердичів-Панасівка,Бердичів,Панасівка,7087968075108586914,Укртрансбезпека ,91/92,щоденно,один ,"М2, М3, В, І, ІІ, ІІІ",Починаючи з 2000 року,09.12.2014-08.12.2019,"ТОВ ""Бердичівське АТП 11837"", адреса: вул.Чапаєва, 4, м.Бердичів, Житомирська область, 13312, АГ 592009",1+1
463,Нетішин-Острог,Нетішин,Острог,2787554646156780995,Укртрансбезпека ,93/94,щоденно,один ,"М2, М3, В, І, ІІ, ІІІ",Починаючи з 2000 року,26.04.2014-25.04.2019,"ФОП Гей О.О., адреса: пр-т Незалежності, 3, кв. 181, м.Нетішин, Хмельницька область, 30100, АГ 504950",1+1
464,Дніпропетровськ-Маріуполь,Дніпропетровськ,Маріуполь,8851860013575201057,Укртрансбезпека ,93/94,щоденно,один ,"М3, ІІІ",Починаючи з 1986 року ,01.05.2011-30.04.2016-паритет,"ТОВ ""АТП 11231"", адреса: вул. Винокурова, буд.11, м.Дніпропетровськ, 49051, АЕ 421996",2+1
465,Долинське-Кривий Ріг,Долинське,Кривий Ріг,2209875308356376801,Укртрансбезпека ,93/94,щоденно,один ,"М2, М3, В, ІІ, ІІІ",Починаючи з 1988 року,22.09.2011-21.09.2016,"ПАТ ""Північтранс"", адреса: 21 км Старокиївської дороги, м.Одеса, АГ 587970",1+1
466,Новий Розділ-Луцьк,Новий Розділ,Луцьк,3585870385694968854,Укртрансбезпека ,93/94,щоденно,один ,"М3, ІІІ",Починаючи з 2011 року,31.12.2011-30.12.2016,"ТДВ ""Миколаївське АТП 14627"", адреса:Львівське шосе, 1, м.Миколаїв, Львівська область, 81600, АГ 504902 ",1+1
467,Київ-Радомишль,Київ,Радомишль,8597570019522866103,Укртрансбезпека ,93/94,щоденно,один ,"М2, М3, В, ІІ, ІІІ",Починаючи з 2000 року,17.03.2011-16.03.2016,"ТОВ ""АПВЄ-Авто"", адреса:вул. Ірпінська, 72, кв.70, м.Київ, АВ 610697",1+1
468,Київ-Тернопіль,Київ,Тернопіль,0,Укртрансбезпека ,93/94,"Прямий рейс виконується Пон.Пт.Суб.Нед.
Зворотній рейс виконується Чт.Пт.Суб.Нед.
",один ,"М3, ІІІ",,,,2+1
469,Красний Лиман-Харків,Красний Лиман,Харків,4074642225790498354,Укртрансбезпека ,93/94,щоденно,один ,"М3, ІІІ",Починаючи з 2008 року,31.12.2011-30.12.2016,"ФОП Яцура С.В., адреса: пров. Пролетарський, 19, м.Слов'янськ, Донецька область, АГ 504526",1+1
470,"Одеса-Коблеве (б/в ""Зоря"")",Одеса,"Коблеве (б/в ""Зоря"")",8031016645206640738,Укртрансбезпека ,93/94,в період з 24.06 по 23.09 виконується щоденно,один ,"М2, М3, В, ІІ, ІІІ",Починаючи з 2005 року,18.11.2011-17.11.2016,"ТОВ ""Турист"", адреса: Гагарінське плато, буд.5, м.Одеса, AД 75984",1+1
471,Вінниця-Київ,Вінниця,Київ,2737933657409255894,Укртрансбезпека ,93/94,щоденно,один ,"М3, ІІІ",Починаючи з 1993 року,15.04.2011-14.04.2016,"ТОВ ""Авто-Лайн"", адреса: вул.Кургузова, буд. 9-А, м.Вишгород, Київська область, АЕ 189814",1+1
472,Троїця-Чернівці,Троїця,Чернівці,7640699442816791116,Укртрансбезпека ,93/94,щоденно,один ,"М2, М3, В, ІІ, ІІІ",Починаючи з 1989 року,10.07.2011-09.07.2016,"ФОП Шиманський С.В., адреса: вул. Відродження, буд. 6А, с.Заболотів, Снятинський район, Івано-Франківська обл, АГ 589772",1+1
473,Підволочиськ-Волочиськ,Підволочиськ,Волочиськ,2417340832245309389,Укртрансбезпека ,93/94,щоденно,один ,"М2, М3, В, І, ІІ, ІІІ",Починаючи з 2006 року,21.09.2015-20.09.2020,"ФОП Смільський М.М., адреса: вул.С.Стадникової, 1/79, м.Тернопіль, АЕ 572151",1+1
474,Нетішин-Острог,Нетішин,Острог,2787554646156780995,Укртрансбезпека ,95/96,щоденно,один ,"М2, М3, В, І, ІІ, ІІІ",Починаючи з 2000 року,26.04.2014-25.04.2019,"ФОП Гей О.О., адреса: пр-т Незалежності, 3, кв. 181, м.Нетішин, Хмельницька область, 30100, АГ 504950",1+1
475,Маріуполь-Дніпропетровськ,Маріуполь,Дніпропетровськ,5839371978550583383,Укртрансбезпека ,95/96,щоденно,один ,"М3, ІІІ",Починаючи з 2008 року,01.09.2015-31.08.2020,"ТОВ ""Маріупольське АТП 11402"", адреса: вул. Зелинського, буд. 89, м. Маріуполь, Донецька область, AE 266436",1+1
476,Київ-Дубно,Київ,Дубно,3832221645583017385,Укртрансбезпека ,95/96,щоденно,один ,"М3, ІІІ",Починаючи з 1990 року,23.01.2014-21.11.2017,"ПрАТ ""Дубенське АТП 15606"", адреса: вул.Мирогощанська, 62, м.Дубно, Рівненська область, 35600, АЕ 267978",2+1
477,Ялта-Одеса,Ялта,Одеса,8031016645206640738,Укртрансбезпека ,95/96,щоденно,один ,"М3, ІІІ",Починаючи з 1989 року,21.07.2011-20.07.2016,"ТОВ ""Турист"", адреса: Гагарінське плато, буд.5, м.Одеса, AД 75984",2+1
478,Остер-Київ,Остер,Київ,9170425804781229851,Укртрансбезпека ,95/96,щоденно,один ,"М2, М2, В, ІІ, ІІІ",Починаючи з 1994 року,29.01.2015-28.01.2020,"ПП ""А.Т.Н."", адреса: вул. Чистяківська, 2-А, кв.500, м.Київ, АГ 587717",1+1
479,Кривий Ріг-Долинське,Кривий Ріг,Долинське,3313843774807244519,Укртрансбезпека ,95/96,щоденно,один ,"М2, М3, В, ІІ, ІІІ",Починаючи з 1996 року,23.06.2011-22.06.2016,"ФОП Терещенко В.Ф., адреса:бул.Кірова, 27, кв.69, м.Кривий Ріг, Дніпропетровська область, АВ 610943 ",1+1
480,"Одеса-Коблеве (б/в ""Зоря"")",Одеса,"Коблеве (б/в ""Зоря"")",8031016645206640738,Укртрансбезпека ,95/96,в період з 24.06 по 23.09 виконується щоденно,один ,"М2, М3, В, ІІ, ІІІ",Починаючи з 2005 року,18.11.2011-17.11.2016,"ТОВ ""Турист"", адреса: Гагарінське плато, буд.5, м.Одеса, AД 75984",1+1
481,Вінниця-Київ,Вінниця,Київ,2737933657409255894,Укртрансбезпека ,95/96,щоденно,один ,"М3, ІІІ",Починаючи з 2006 року,15.04.2011-14.04.2015,"ТОВ ""Авто-Лайн"", адреса: вул.Кургузова, буд. 9-А, м.Вишгород, Київська область, АЕ 189814",1+1
482,Троїця-Чернівці,Троїця,Чернівці,7640699442816791116,Укртрансбезпека ,95/96,щоденно,один ,"М2, М3, В, ІІ, ІІІ",Починаючи з 1989 року,10.07.2011-09.07.2016,"ФОП Шиманський С.В., адреса: вул. Відродження, буд. 6А, с.Заболотів, Снятинський район, Івано-Франківська обл, АГ 589772",1+1
483,Підволочиськ-Волочиськ,Підволочиськ,Волочиськ,2417340832245309389,Укртрансбезпека ,95/96,щоденно,один ,"М2, М3, В, І, ІІ, ІІІ",Починаючи з 2006 року,21.09.2015-20.09.2020,"ФОП Смільський М.М., адреса: вул.С.Стадникової, 1/79, м.Тернопіль, АЕ 572151",1+1
484,Бердичів-Панасівка,Бердичів,Панасівка,7087968075108586914,Укртрансбезпека ,95/96,щоденно,один ,"М2, М3, В, І, ІІ, ІІІ",Починаючи з 2000 року,09.12.2014-08.12.2019,"ТОВ ""Бердичівське АТП 11837"", адреса: вул.Чапаєва, 4, м.Бердичів, Житомирська область, 13312, АГ 592009",1+1
485,Нетішин-Острог,Нетішин,Острог,2787554646156780995,Укртрансбезпека ,97/98,щоденно,один ,"М2, М3, В, І, ІІ, ІІІ",Починаючи з 2000 року,26.04.2014-25.04.2019,"ФОП Гей О.О., адреса: пр-т Незалежності, 3, кв. 181, м.Нетішин, Хмельницька область, 30100, АГ 504950",1+1
486,Житомир-Чернівці,Житомир,Чернівці,6062980751049362430,Укртрансбезпека ,97/98,щоденно,один ,"М3, ІІІ",Починаючи з 1984 року,18.03.2014-17.03.2019,"ТДВ ""Денисівка"", адреса: вул.М.Тореза, 64-Б, м.Чернівці, 58007, АГ 587966",2+1
487,Остер-Київ,Остер,Київ,9170425804781229851,Укртрансбезпека ,97/98,щоденно,один ,"М2, М3, В, ІІ, ІІІ",Починаючи з 1994 року,29.01.2015-28.01.2020,"ПП ""А.Т.Н."", адреса: вул. Чистяківська, 2-А, кв.500, м.Київ, АГ 587717",1+1
488,Нововолинськ-Львів,Нововолинськ,Львів,9042164462590459645,Укртрансбезпека ,97/98,щоденно,один ,"М2, М3, В, ІІІ",Починаючи з 1986 року,25.05.2014-24.05.2019,"ТДВ ""Нововолинське АТП 10708"", адреса: вул.Шахтарська,  40, м.Нововолинськ, Волинська область, АГ 504913",1+1
489,Первомайськ-Вільшанка,Первомайськ,Вільшанка,4185369410537966588,Укртрансбезпека ,97/98,щоденно,один ,"М2, М3, В, І, ІІ, ІІІ",Починаючи з 1995 року,21.08.2014-20.08.2019,"ФОП Фадєєв В.Ф., адреса: пров. Аксакова, 4, м.Первомайськ, Миколаївська область, АА 784708",1+1
490,Київ-Радомишль,Київ,Радомишль,8597570019522866103,Укртрансбезпека ,97/98,щоденно,один ,"М2, М3, В, ІІ, ІІІ",Починаючи з 2000 року,17.03.2011-16.03.2016,"ТОВ ""АПВЄ-Авто"", адреса:вул. Ірпінська, 72, кв.70, м.Київ, АВ 610697",1+1
