id,first,second,company_id,regulative_institution,route_number,route_regularity,drives_per_day,bus_comfort_level,bus_age,license_data,route_operator,number_of_buses
1003,Харків,Чернігів,6635427541052304634,Укртрансбезпека ,181/182,щоденно,один ,"М3, ІІІ",Починаючи з 2001 року,14.10.2015-13.10.2020,"ТОВ фірма ""Ікарус"", адреса: вул.Сіриківська, 12, м.Харків, 61017, АЕ 504618",2+1
1004,Новоград,Волинський,4187903426232469530,Укртрансбезпека ,181/182,щоденно,один ,"М2, М3, В, І, ІІ, ІІІ",Починаючи з 1993 року,29.05.2015-28.05.2020,"ФОП Барак М.П., адреса:вул. Миру, буд. 4, с.Анета, Новоград-волинський район, Житомирська область",1+1
1005,Хмельницький,Чернівці,6700331115737434888,Укртрансбезпека ,181/182,щоденно,один ,"М3, ІІІ",Починаючи з 1998 року,26.12.2015-25.12.2020,"ПП ""Авто-Експерт"", адреса: вул. Калнишевського, буд. 34, м.Хмельницький, АЕ 268959",1+1
1006,Антрацит,Маріуполь,0,Укртрансбезпека ,181/182,Прямий та зворотній рейси виконуються Пт.Суб.Нед.,один ,"М3, ІІІ",,,,1+1
1007,Рівне,Тернопіль,2189896939093133955,Укртрансбезпека ,181/182,щоденно,один ,"М3, ІІІ",Починаючи з 2007 року,20.03.2014-19.03.2019,"ТОВ ""АТП 2002"", адреса: вул. Льонокомбінатівська, буд. 9, кв. 140, м.Рівне, АЕ 420131",1+1
1008,Кременчук,Млинок,5368413504699501884,Укртрансбезпека ,181/182,Прямий та зворотній рейси виконуються Пон.Вівт.Сер.Пт.Суб.Нед. ,один ,"М2, М3, В, І, ІІ, ІІІ",Починаючи з 1999 року,26.12.2015-25.12.2020,"ПАТ ""Світловодське АТП-13507"", адреса: вул.Комсомольська, 38, м.Світловодськ, Кіровоградська область, АЕ 421019",1+1
1009,Київ,Хмільник,8292636367482547056,Укртрансбезпека ,181/182,щоденно,один ,"М3, ІІІ",Починаючи з 2009 року,26.03.2015-25.03.2020,"ПП ""Колісніченко"", адреса: вул. Коцюбинського, 1-В, с.Радянське, Літинський район, Вінницька область, АД 033476",1+1
1010,Долинська,Дніпропетровськ,0,Укртрансбезпека ,181/182,щоденно,один ,"М3, ІІІ",,,,1+1
1011,Львів,Устилуг,2739773917094934829,Укртрансбезпека ,181/182,щоденно,один ,"М2, М3, В, ІІІ",Починаючи з 2005 року,07.09.2012-12.12.2016,"ТЗОВ ""Львівське АТП-14631"", адреса: вул.Пластова, 10, м.Львів, 79056, АВ550341",1+1
1012,Перегінське,Львів,490797524294649489,Укртрансбезпека ,183/184,щоденно,один ,"М3, ІІІ",Починаючи з 2011 року,24.09.2015-23.09.2020,"ТзОВ ""Гал-Всесвіт"", адреса: вул.Пластова, 10, м.Львів, 79056, AE 268954",1+1
1013,Калуш,Одеса,7022273975678270801,Укртрансбезпека ,183/184,в період з 10.04 по 10.10 виконується щоденно,один ,"М3, ІІІ",Починаючи з 1989 року,20.04.2014-19.04.2019,"ПАТ ""Калуське АТП"", адреса: вул.Глібова, 52, м.Калуш, Івано-Франківська область, 77303, АГ 593999",2+1
1014,Дніпропетровськ,Запоріжжя,5602841073603786280,Укртрансбезпека ,183/184,щоденно,один ,"М2, М3, В, ІІ, ІІІ",Починаючи з 1996 року,24.11.2013-23.11.2018,"ТОВ ВКФ  ""Ігрек"", адреса: вул. Караваєва, 11, м.Дніпропетровськ, 49000, АВ 616034",1+1
1015,Одеса,Кіровоград,0,Укртрансбезпека ,183/184,щоденно,один ,"М3, ІІІ",,,,2+1
1016,Снятин,Чернівці,6692963168781400912,Укртрансбезпека ,183/184,щоденно,один ,"М2, М3, В, І, ІІ, ІІІ",Починаючи з 2006 року,13.08.2011-12.08.2016,"ФОП Печенюк В.М., адреса: вул. Шевченка, буд. 35, с.Красноставці, Снятинський район, Івано-Франківська область, АГ 588715",1+1
1017,Сарни,Київ,3896390998626488013,Укртрансбезпека ,183/184,щоденно,один ,"М3, ІІІ",Починаючи з 1999 року,25.07.2015-24.07.2020,"ФОП Соломка С.В., адреса: вул.Піонерська, 30-А, м.Сарни, Рівненська область, АГ 590987",1+1
1018,Сокиряни,Хмельницький,6615705292165841547,Укртрансбезпека ,185/186,щоденно,один ,"М3, ІІІ",Починючи з 1998 року,31.12.2014-30.12.2019,"ПП ""Авто-Експрес"", адреса: вул.Дзержинського, 44, м.Сніжне, Донецька область, 86500, АВ 523124",1+1
1019,Одеса,Миколаїв,224296707656935963,Укртрансбезпека ,185/186,щоденно,один ,"М2, М3, В, ІІІ",Починаючи з 2006 року,16.03.2011-15.03.2016,"ТОВ ""Турист"", адреса: Гагарінське плато, буд.5, м.Одеса, AД 75984",1+1
1020,Луцьк,Демидівка,3251338317157850623,Укртрансбезпека ,185/186,щоденно,один ,"М2, М3, В, ІІ, ІІІ",Починаючи з 2008 року,17.03.2011-16.03.2016,"ФОП Прибиш П.Я., адреса:вул.Миру, 10, с.Острожець, Млинівський район, Рівненська область, 35100, АГ 584583",1+1
1021,Кременчук,Млинок,5368413504699501884,Укртрансбезпека ,185/186,Прямий та зворотній рейси виконуються Пон.Вівт.Сер.Пт.Суб.Нед.,один ,"М2, М3, В, І, ІІ, ІІІ",Починаючи з 2013 року,17.07.2014-16.07.2019,"ПАТ ""Світловодське АТП-13507"", адреса: вул.Комсомольська, 38, м.Світловодськ, Кіровоградська область, АЕ 421019",1+1
1022,Калуш,Протеси,7022273975678270801,Укртрансбезпека ,185/186,щоденно,один ,"М2, М3, В, І, ІІ, ІІІ",Починаючи з 1990 року,09.05.2015-08.05.2020,"ПАТ ""Калуське АТП"", адреса: вул.Глібова, 52, м.Калуш, Івано-Франківська область, 77303, АГ 593999",1+1
1023,Дніпропетровськ,Кирилівка,6605620094050342313,Укртрансбезпека ,185/186,в період з 01.06 по 01.09 виконується щоденно,один ,"М3, ІІІ",Починаючи з 2005 року,15.09.2011-14.09.2016,"ТОВ ""АТП 11231"", адреса: вул. Винокурова, буд.11, м.Дніпропетровськ, 49051, АЕ 421996",1+1
1024,Івано,Франківськ,5635316071348471232,Укртрансбезпека ,185/186,щоденно,один ,"М2, М3, В, ІІІ",Починаючи з 1996 року,11.06.2013-10.06.2018,"ФОП Барак В.М., адреса: вул. Леніна, буд.4, с.Анета, Новоград-волинський район, Житомирська область, АГ 593253",1+1
1025,Остер,Київ,0,Укртрансбезпека ,185/186,щоденно,один ,"М3, ІІІ",,,,1+1
1026,Снятин,Чернівці,0,Укртрансбезпека ,185/186,щоденно,один ,"М2, М3, В, І, ІІ, ІІІ",,,,1+1
1027,Тернопіль,Луцьк,1741164930581069371,Укртрансбезпека ,187/188,щоденно,один ,"М3, ІІІ",Починаючи з 2006 року,20.03.2014-19.03.2019,"ФОП Крайничин А.І., адреса: вул. С. Будного, буд.26, кв.51, м.Тернопіль, АД 038729",1+1
1028,Ужгород,Івано,5735706934666082401,Укртрансбезпека ,187/188,щоденно,один ,"М3, ІІІ",Починаючи з 1986 року,18.03.2014-17.03.2019,"ТОВ ""АТП-12629"", адреса:вул.Юності, 52, с.Микитинці, м.Івано-Франківськ, 76492, АВ 510423",2+1
1029,Марганець,Запоріжжя,2190149799359763620,Укртрансбезпека ,187/188,щоденно,один ,"М2, М3, В, ІІ, ІІІ",Починаючи з 1994 року,31.12.2015-30.12.2020,"ПП ""Експрес-АТП 11211"", адреса: вул. Нікопольська, 1, м.Марганець, Дніпропетровська область, АД 033775",1+1
1030,Одеса,Бершадь,224296707656935963,Укртрансбезпека ,187/188,щоденно,один ,"М3, ІІІ",Починаючи з 1997 року,21.04.2011-20.04.2016,"ТОВ ""Турист"", адреса: Гагарінське плато, буд.5, м.Одеса, AД 75984",1+1
1031,Кузнецовськ,Тернопіль,1461675299929422324,Укртрансбезпека ,187/188,щоденно,один ,"М3, ІІІ",,,"ФОП Лозінська Л.С., адреса: вул.Гагаріна, 3, кв.64, м.Рівне, АЕ 573160",1+1
1032,Луганськ,Бердянськ,0,Укртрансбезпека ,187/188,щоденно,один ,"М3, ІІІ",,,,2+1
1033,Остер,Київ,6203101513731707172,Укртрансбезпека ,187/188,щоденно,один ,"М2, М3, В, ІІ, ІІІ",Починаючи з 2006 року,01.07.2014-30.06.2019,"ПП ""Веттор"", адреса: просп. Миру, буд. 49-А, офіс 902, м.Чернігів, АГ 584653",1+1
1034,Київ,Коростень,6592077624634029754,Укртрансбезпека ,187/188,щоденно,один ,"М3, ІІІ",Починаючи з 2008 року,18.11.2011-17.11.2016,"ТОВ ""Автосвіт ЛТД"", адреса:вул.Жовтнева, 50, м.Коростень, Житомирська область, 11500, АД 062473",1+1
1035,Кременчук,Млинок,5368413504699501884,Укртрансбезпека ,187/188,щоденно,один ,"М2, М3, В, І, ІІ, ІІІ",Починаючи з 2013 року,17.07.2014-16.07.2019,"ПАТ ""Світловодське АТП-13507"", адреса: вул.Комсомольська, 38, м.Світловодськ, Кіровоградська область, АЕ 421019",1+1
1036,Лохвиця,Київ,2817609013235579790,Укртрансбезпека ,187/188,щоденно,один ,"М3, ІІІ",Починаючи з 1994 року,25.09.2014-24.09.2019,"ФОП Різник С.В., адреса: вул.Ювілейна,14, м.Лохвиця, Полтавська область, АЕ 268499",1+1
1037,Снятин,Чернівці,0,Укртрансбезпека ,187/188,щоденно,один ,"М2, М3, В, І, ІІ, ІІІ",,,,1+1
