arrival,bus_age,bus_comfort_level,company_id,coords,count,departure,drives_per_day,id,license_data,marchRoute,number_of_buses,regulative_institution,route_regularity
Косів,,,1576413528592852736,"[[48.9215, 24.70972], [48.31071, 25.09575]]",1,Івано-Франківськ,,7324,16/2/2070 04.07.2019,Івано-Франківськ - Косів,"БАЗ А079.19 № АТ 2344 АА
(VIN код Y7FA0791960002229)
БАЗ А079.23 № АТ 1633 АА
(VIN код Y7FA0792360002307, 38122365L72558)
БАЗ А079.24 № АТ 1095 АА
(VIN код Y7FA0792470003120, 38122575L70642)
",Івано-Франківська область,
Косів,,,9070888300542428160,"[[48.9215, 24.70972], [48.31071, 25.09575]]",1,Івано-Франківськ,,7325,15/2/1953 01.11.2018,Івано-Франківськ - Косів,"Mercedes 312D № АТ 2146 АА
(VIN код WDB9034631P545336)
",Івано-Франківська область,
 Івано-Франківськ,,,1576413528592852736,"[[48.31071, 25.09575], [48.9215, 24.70972]]",1,Косів,,7326,18/2/2335 17.01.2021,Косів -  Івано-Франківськ,"БАЗ А079.23 № АТ 1045 AA
(VIN код Y7FA0792380005145)
Mercedes- Sprinter 412 D № АТ 2611 АА
(VIN код WDB9044632P779660)
Mercedes-Benz 311 CDI № АТ 1640 АА
",Івано-Франківська область,
 Івано-Франківськ,,,7327984172961043456,"[[48.31071, 25.09575], [48.9215, 24.70972]]",1,Косів,,7327,17/2/2293 13.11.2020,Косів -  Івано-Франківськ,"Mercedes- 313 CDI № АТ 2716 АА
(VIN код WDB9036632R373621)
",Івано-Франківська область,
 Івано-Франківськ,,,3662141022002237440,"[[48.53115, 25.03649], [48.9215, 24.70972]]",1,Коломия,,7328,"15/2/1954 01.11.2018
 
",Коломия -  Івано-Франківськ,"А 0921 БОГДАН № АТ 1405 АА
(VIN код Y7BA092106В001970)
А 09214 Богдан № АТ 1463 АА
(VIN код Y7BA092147B002087)
",Івано-Франківська область,
 Івано-Франківськ,,,2988917033827230208,"[[48.31071, 25.09575], [48.9215, 24.70972]]",1,Косів,,7329,"17/2/2124 05.03.2020
 
",Косів -  Івано-Франківськ,"БОГДАН  А 0921 № АТ 1408 АА
(VIN код Y7BA092106B000310)
БОГДАН  А 0921 № АТ 1403 АА
(VIN код Y7BA092106B000326)
",Івано-Франківська область,
 Івано-Франківськ,,,1670413768850517760,"[[48.32991, 24.82052], [48.9215, 24.70972]]",1,Космач,,7330,15/2/1879 12.04.2018,Космач -  Івано-Франківськ,"БАЗ А079.23 № АТ 1750 АА
(Y7FA0792380005741)
MAN 10220 FOCL № АТ 9944 АК
(VIN код WMAL530051G116511)
",Івано-Франківська область,
 Івано-Франківськ,,,9160663567961999360,"[[48.25868, 25.17946], [48.9215, 24.70972]]",1,Кути,,7331,15/2/1880 12.04.2018,Кути -  Івано-Франківськ,"Mercedes-Benz 609D № АТ 1734 АА
(WDB6680631P209027)
NEOPLAN 280L № АТ 2363 АА
(VIN код 8814735)
",Івано-Франківська область,
 Івано-Франківськ,,,6648725263880068096,"[[48.18817, 25.1137075], [48.9215, 24.70972]]",1,Розтоки,,7332,17/2/2125 05.03.2020,Розтоки -  Івано-Франківськ,"Mercedes-Benz 311 CDI № АТ 2244 АА
(VIN код WDB9036632R526740)
",Івано-Франківська область,
 Івано-Франківськ,,,1202087869700740608,"[[48.2417232, 25.1284327], [48.9215, 24.70972]]",2,Тюдів,,7333,16/2/2071 04.07.2019,Тюдів -  Івано-Франківськ,"БАЗ А 079.23  № АТ 1738 АА
(VIN код Y7FA0792360002310)
",Івано-Франківська область,
Косів,,,9221809563289126912,"[[47.8872465, 24.8858838], [48.31071, 25.09575]]",1,Голошино,,7334,15/2/1813 23.02.2018,Голошино - Косів,"БАЗ А079.19 № АТ 2095 АА
(VIN код Y7FA0791960002825)
Богдан  А09211  № АТ 0660 АА
(VIN код Y7BA092116B000517)
ПАЗ 672М № АТ 2506 АА
(VIN код 8506648)
",Івано-Франківська область,
 Івано-Франківськ,,,2220420975860762368,"[[48.5807, 25.48021], [48.9215, 24.70972]]",1,Вікно,,7336,17/2/2179 17.05.2020,Вікно -  Івано-Франківськ,"БАЗ А079.24 № АТ 2040 АА
(VIN код Y7FA0792490007006)
",Івано-Франківська область,
 Івано-Франківськ,,,1963357463692421120,"[[48.6438868, 25.4752853], [48.9215, 24.70972]]",1,Глушків,,7337,16/2/1994 16.03.2019,Глушків -  Івано-Франківськ,"Рута 22  № АТ 2036 АА
(VIN код  33020090557971)
",Івано-Франківська область,
Франківськ ч/з Раковець,,,7045047673251726336,"[[48.67274, 25.50163], [48.7965074, 25.2927213]]",1,Городенка,,7338,16/2/1995 16.03.2019,Городенка - Франківськ ч/з Раковець,"БАЗ А079.23 № АТ 1946 АА
(VIN код  Y7FA0792390007292)
",Івано-Франківська область,
 Ів-Франківськ,,,8804906417813259264,"[[48.67274, 25.50163], [48.922633, 24.711117]]",1,Городенка,,7340,17/2/2180 17.05.2020,Городенка -  Ів-Франківськ,"БАЗ А079.07 № АТ 1290 АА
(Y7FA0790760001947)
",Івано-Франківська область,
" Ів-Франківськ
",,,6361188010333396992,"[[48.67274, 25.50163], [48.922633, 24.711117]]",1,Городенка,,7341,"16/2/2049 04.07.2019
 
","Городенка -  Ів-Франківськ
","IVECO CC80E № АТ 5224 ВВ
(VIN код ZCFA80D0002262483)
",Івано-Франківська область,
Городенка,,,1235367214983612416,"[[48.922633, 24.711117], [48.67274, 25.50163]]",1,Ів-Франківськ,,7342,15/2/1942 01.11.2018,Ів-Франківськ - Городенка,"MAN 469 L № АТ 2442 АА
(VIN код WMA4691736G095937)
",Івано-Франківська область,
 Ів-Франківськ,,,6755781306611464192,"[[48.67274, 25.50163], [48.922633, 24.711117]]",1,Городенка,,7343,17/2/2228 17.07.2020,Городенка -  Ів-Франківськ,"Mercedes-Benz 814 № АТ 4221 ВМ
(VIN код WDB6703532N093779)
",Івано-Франківська область,
 Ів-Франківськ,,,2848632781500220416,"[[48.67274, 25.50163], [48.922633, 24.711117]]",1,Городенка,,7344,18/2/2332 17.01.2021,Городенка -  Ів-Франківськ,"Mercedes-Benz 313 CDI № АТ 2209АА
(VIN код WDB9036631R413138
",Івано-Франківська область,
 Івано-Франківськ,,,9113835244017065984,"[[48.793736, 25.4990541], [48.9215, 24.70972]]",1,Колінки,,7345,"16/2/1996 16.03.2019
 
",Колінки -  Івано-Франківськ,"ЧАЗ А 079.34 ЕТАЛОН № АТ 8600 ВК
(VIN код Y6PA07934DP011736)
",Івано-Франківська область,
" 
Івано-Франківськ
",,,8092951756204812288,"[[49.21004, 24.50566], [48.9215, 24.70972]]",1,Лука,,7346,17/2/2283 13.11.2020,"Лука -  
Івано-Франківськ
","БОГДАН А-09312 № АТ 3882 ВО
(VIN код Y7BA09312AB000340)
БАЗ А079.24 № АТ 2206 АА
(VIN код Y7FA0792480006398)
",Івано-Франківська область,
 Івано-Франківськ ,,,8778605430334753792,"[[48.8226355, 25.2591451], [48.9215, 24.70972]]",1,Монастирок,,7347,"16/2/1997 16.03.2019
 
",Монастирок -  Івано-Франківськ ,"БАЗ А 079.19 № АТ 2045 АА
(VIN код Y7FA0791990006227)
MAN 11 HOCL № АТ 2535 АА
(VIN код WMA4691688G096528)
",Івано-Франківська область,
 Івано-Франківськ,,,8804906417813259264,"[[48.818304499999996, 25.3720444], [48.9215, 24.70972]]",1,Кунисівці,,7348,17/2/2181 17.05.2020,Кунисівці -  Івано-Франківськ,"Мерседес 611 Д  № АТ 2308 АА
(WDB6580631N033514)
",Івано-Франківська область,
 Івано-Франківськ,,,8715137062177748992,"[[48.74136, 25.58516], [48.9215, 24.70972]]",1,Поточище,,7349,17/2/2112 05.03.2020,Поточище -  Івано-Франківськ,"Mercedes-Benz 614 № АТ 9707 ВC
(VIN код WDB6683532N083181)
SETRA S 315HD № АТ 5151 ВК
(VIN код WKK31500001032086)
",Івано-Франківська область,
 Івано-Франківськ,,,6629350222247838720,"[[48.6216051, 25.2401329], [48.9215, 24.70972]]",1,Прикмище,,7350,16/2/1998 16.03.2019,Прикмище -  Івано-Франківськ,"Mercedes 313 CDI № АТ 2033 АА
(VIN код  WDB9036631R401041)
",Івано-Франківська область,
 Івано-Франківськ,,,5072427862030641152,"[[48.8011945, 25.4674796], [48.9215, 24.70972]]",1,Репуженці,,7351,17/2/2284 13.11.2020,Репуженці -  Івано-Франківськ,"Mercedes-Benz Sprinter 413 CDI
№ АТ 3933 СА
(VIN код WDB9046631R280839)
",Івано-Франківська область,
 Івано-Франківськ,,,3462851318664063488,"[[48.6547905, 25.5479966], [48.9215, 24.70972]]",1,Серафинці,,7352,17/2/2229 17.07.2020,Серафинці -  Івано-Франківськ,"Mercedes-Benz 609 D ПЕ №  ВО 3828 АЕ
(VIN код  WDB6680632P218684
",Івано-Франківська область,
 Івано-Франківськ,,,6744570430700459008,"[[48.5715303, 25.4871646], [48.9215, 24.70972]]",1,Топорівці,,7353,17/2/2182 17.05.2020,Топорівці -  Івано-Франківськ,"Mercedes-Benz 814 № АТ 2565 АА
(VIN код WDB6703131P084813
",Івано-Франківська область,
 Івано-Франківськ,,,8707319059549565952,"[[48.8093, 25.35144], [48.9215, 24.70972]]",1,Уніж,,7354,17/2/2184 17.05.2020,Уніж -  Івано-Франківськ,"БОГДАН А-09312  № АТ 3882 ВО
(VIN код Y7BA09312AB000340)
IVECO Daily  № АТ 2188 АА
(VIN код ZCFC49700T5097004)
",Івано-Франківська область,
 Івано-Франківськ,,,6361188010333396992,"[[48.66034, 25.44832], [48.9215, 24.70972]]",1,Чернятин,,7355,16/2/2051 04.07.2019,Чернятин -  Івано-Франківськ,"Мерседес- 614 № АТ 9707 ВС
(VIN код WDB6683532N083181)
",Івано-Франківська область,
 Івано-Франківськ,,,5509129886503016448,"[[48.62556, 25.52432], [48.9215, 24.70972]]",1,Ясенів Пільний,,7357,15/2/1857 12.04.2018,Ясенів Пільний -  Івано-Франківськ,"БАЗ А079.07 № АТ 1272 АА
(Y7FA0790760001948)
Mercedes-Benz 310D-Пе № АТ 1938 АА
(VIN код WDB9034632Р824236)
",Івано-Франківська область,
 Івано-Франківськ,,,8804906417813259264,"[[48.62556, 25.52432], [48.9215, 24.70972]]",1,Ясенів Пільний,,7358,17/2/2183 17.05.2020,Ясенів Пільний -  Івано-Франківськ,"MAN 11.190  № АТ 4248 ВН
(VIN код WMA4691811G097533)
",Івано-Франківська область,
 Івано-Франківськ,,,4076505960884498432,"[[48.6644728, 25.2168319], [48.9215, 24.70972]]",1,Гончарів,,7359,17/2/2313 13.11.2020,Гончарів -  Івано-Франківськ,"Mercedes-Benz 609 D № АТ 7794 АХ
(VIN код WDB6680621P254850)
",Івано-Франківська область,
 Івано-Франківськ,,,8357735974119921664,"[[48.91243, 25.22248], [48.9215, 24.70972]]",1,Делева,,7360,18/2/2363 17.01.2021,Делева -  Івано-Франківськ,"Mercedes-Benz 609 D № АТ 0859 АА
(VIN код WDB6680631N046793)
",Івано-Франківська область,
 Івано-Франківськ,,,2941601090565985792,"[[48.70947, 25.09944], [48.9215, 24.70972]]",1,Жуків,,7361,15/2/1893 12.04.2018,Жуків -  Івано-Франківськ,"Mercedes-614 DПE № АТ 2466 АА
(WDB6703131N039517)
Mercedes-Benz 811 № АТ 2138 АА
(VIN код WDB6703632P044179)
",Івано-Франківська область,
 Івано-Франківськ ,,,8357735974119921664,"[[48.51524, 24.53827], [48.9215, 24.70972]]",1,Луг,,7362,18/2/2364 17.01.2021,Луг -  Івано-Франківськ ,"БАЗ А079.09  № АТ 2760 АА
(VIN код Y7FA0790950001126)
",Івано-Франківська область,
" Івано-Франківськ
",,,8357735974119921664,"[[48.8643754, 25.2441485], [48.9215, 24.70972]]",1,Сокирчин,,7364,18/2/2365 17.01.2021,"Сокирчин -  Івано-Франківськ
","KAROSA C 934.1351 № АТ 2449 АА
(VIN код TMKC41351XM001772)
",Івано-Франківська область,
Яківка,,,6773156261440227328,"[[48.9215, 24.70972], [48.6631824, 25.1707932]]",1,Івано-Франківськ,,7365,18/2/2370 17.01.2021,Івано-Франківськ - Яківка,"MAN NL202  № АТ 0254 ВС
(VIN код WMAA102755B015097)
",Івано-Франківська область,
"
Івано-Франківськ
",,,9106139600265445376,"[[48.807, 24.53834], [48.9215, 24.70972]]",1,Богородчани,,7366,15/2/1805 23.02.2018,"Богородчани - 
Івано-Франківськ
","Mercedes-Benz 416 CDI № АТ 2721 ВК
(VIN код WDB9046631R485205)
",Івано-Франківська область,
"
Івано-Франківськ
",,,7302819409286235136,"[[48.807, 24.53834], [48.9215, 24.70972]]",1,Богородчани,,7367,16/2/1985 16.03.2019,"Богородчани - 
Івано-Франківськ
","Mercedes 311 CDI № АТ 0532 ВЕ
(WDB9036731R470200)
",Івано-Франківська область,
"
Івано-Франківськ
",,,2418930731619164672,"[[48.807, 24.53834], [48.9215, 24.70972]]",1,Богородчани,,7368,15/2/1848 12.04.2018,"Богородчани - 
Івано-Франківськ
","Mercedes Sprinter 416 CDI № АТ 2273 BK
(VIN код WDB9046631R292880)
",Івано-Франківська область,
"
Івано-Франківськ
",,,6511191750721124352,"[[48.807, 24.53834], [48.9215, 24.70972]]",1,Богородчани,,7369,18/2/2314 17.01.2021,"Богородчани - 
Івано-Франківськ
","Mercedes Sprinter 308 CDI № АТ 9618 BE
(VIN код WDB9036731R635136)
",Івано-Франківська область,
"
Івано-Франківськ
",,,3001136731229108224,"[[48.807, 24.53834], [48.9215, 24.70972]]",1,Богородчани,,7370,18/2/2315 17.01.2021,"Богородчани - 
Івано-Франківськ
",Mercedes Sprinter 313CDI № АТ 8929 ВТ (VIN код WDB9036631R150738),Івано-Франківська область,
"
Івано-Франківськ
",,,5195336223471201280,"[[48.807, 24.53834], [48.9215, 24.70972]]",1,Богородчани,,7371,15/2/1806 23.02.2018,"Богородчани - 
Івано-Франківськ
","Mercedes Sprinter № АТ 4669 АО
(VIN код WDB9036632R485425)
",Івано-Франківська область,
"
Івано-Франківськ
",,,7779425049979617280,"[[48.807, 24.53834], [48.9215, 24.70972]]",1,Богородчани,,7372,18/2/2316 17.01.2021,"Богородчани - 
Івано-Франківськ
","Mercedes Sprinter 312 D № АТ 3046 АН
(VIN код WDB9034631P964546)
Mercedes-Benz Sprinter 313 CDI
№ АТ 2625 СВ
(VIN код WDB9036631R593469)
",Івано-Франківська область,
"
Івано-Франківськ
",,,8137988505813440512,"[[48.807, 24.53834], [48.9215, 24.70972]]",1,Богородчани,,7373,17/2/2153 17.05.2020,"Богородчани - 
Івано-Франківськ
","Mercedes- 313 № АТ 9306 ВА
(WDB9036631R445352)
Mercedes-Benz 312D  № АТ 3249 АР
(VIN код WDB9034631P911714)
Мерседес 310  № АТ 1644 АА
(WDB9034632P810096)
",Івано-Франківська область,
